,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_series,GPU_model_no
1011,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.26kg,81997.92,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,500GB,HDD,500.0,Intel,Hd Graphics,620
1012,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,84715.2,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1013,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,100550.5488,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1014,HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.49kg,42624.0,0.0,,0.0,1366.0,768.0,Intel,Core i3 7100U,2.4GHz,500GB,HDD,500.0,Intel,Hd Graphics,620
1015,Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,64468.8,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1016,HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,41025.0672,0.0,,0.0,1366.0,768.0,Intel,Core i3 7100U,2.4GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1017,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4kg,158135.04,1.0,4K Ultra HD,0.0,3840.0,2160.0,Intel,Core i7 6820HQ,2.7GHz,512GB,SSD,512.0,Nvidia,Quadro,3000M
1018,Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,79387.2,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1019,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,118761.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1020,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.08kg,42410.3472,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i3 6100U,2.3GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,520
1021,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,84715.2,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1022,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,61218.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1023,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,63159.7104,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Nvidia,Geforce,930MX
1024,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.09kg,55754.3232,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6300U,2.4GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1025,HP,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,83063.52,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1026,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.31kg,63349.92,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,500GB,HDD,500.0,Intel,Hd Graphics,620
1027,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.95kg,56476.8,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,500GB,HDD,500.0,Intel,Hd Graphics,620
1028,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,86526.72,0.0,Quad HD+,1.0,3200.0,1800.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1029,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,57542.4,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Nvidia,Geforce,930MX
1030,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,51841.44,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1031,Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6GB,1TB HDD,AMD Radeon R5,Windows 10,2.1kg,21791.52,0.0,,0.0,1366.0,768.0,Amd,A9-Series 9420,3GHz,1024GB,HDD,1024.0,Amd,Radeon,R5
1032,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,63499.104,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,1050
1033,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.95kg,63669.6,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1034,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg,65480.5872,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1035,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.26kg,71874.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1036,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,39533.76,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,500GB,HDD,500.0,Intel,Hd Graphics,620
1037,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,91908.0,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6600U,2.6GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1038,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.09kg,56633.976,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6300U,2.4GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1039,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,53839.9728,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1040,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,45128.16,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1041,Vero,Notebook,14,1366x768,Intel Atom X5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45kg,11231.424,0.0,,0.0,1366.0,768.0,Intel,Atom X5-Z8350,1.44GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,400
1042,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg,75924.0,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Nvidia,Geforce,930M
1043,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,55922.688,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1044,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.54kg,53280.0,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1045,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84kg,112065.9552,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6300U,2.4GHz,256GB + 500GB,SSD+HDD,756.0,Intel,Hd Graphics,520
1046,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,78268.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1047,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78kg,82351.6992,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6820HK,2.7GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,980M
1048,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6kg,122010.6672,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,Geforce GTX,980M
1049,Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2kg,15339.312,0.0,,0.0,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6GHz,16GB,Flash Storage,16.0,Intel,Hd Graphics,400
1050,Lenovo,Notebook,14,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.1kg,139593.6,1.0,,0.0,2560.0,1440.0,Intel,Core i7 6600U,2.6GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1051,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91kg,52161.12,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,1024GB,HDD,1024.0,Nvidia,Geforce,940MX
1052,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg,58288.32,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i5 7200U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1053,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,52161.12,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1054,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.2kg,120093.12,0.0,Quad HD+,1.0,3200.0,1800.0,Intel,Core i7 7500U,2.7GHz,1024GB,SSD,1024.0,Intel,Hd Graphics,620
1055,HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,37570.392,0.0,,0.0,1366.0,768.0,Intel,Core i3 6100U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1056,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,No OS,1.96kg,26586.72,0.0,,0.0,1366.0,768.0,Intel,Core i5 7200U,2.5GHz,500GB,HDD,500.0,Intel,Hd Graphics,620
1057,Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8GB,1TB HDD,AMD Radeon R5,Windows 10,2.4kg,23922.72,0.0,,0.0,1366.0,768.0,Amd,A8-Series 7410,2.2GHz,1024GB,HDD,1024.0,Amd,Radeon,R5
1058,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,69210.72,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1059,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94kg,96916.32,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,1060
1061,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 965M,No OS,4kg,53173.44,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,965M
1062,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics,Windows 10,2.25kg,29783.52,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,
1063,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32kg,52746.6672,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,2048GB,HDD,2048.0,Amd,Radeon R7,M445
1064,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,102777.12,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,1060
1065,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,77682.24,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1066,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58kg,211788.0,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6820HK,2.7GHz,1024GB,SSD,1024.0,Nvidia,Geforce GTX,980
1067,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.62kg,42517.9728,0.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1068,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21kg,70809.12,0.0,4K Ultra HD,0.0,3840.0,2160.0,Intel,Core i7 6700HQ,2.6GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,970M
1069,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.920kg,69264.0,1.0,Retina Display,0.0,2304.0,1440.0,Intel,Core M,1.1GHz,256GB,Flash Storage,256.0,Intel,Hd Graphics,515
1070,Dell,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.06kg,25679.8944,0.0,,0.0,1366.0,768.0,Intel,Core i3 6100U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1071,HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.31kg,63882.72,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1072,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.26kg,63882.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1073,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.49kg,58075.2,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7500U,2.7GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1074,Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,91294.7472,1.0,Full HD,1.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,520
1075,Lenovo,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0kg,35111.52,0.0,,0.0,1600.0,900.0,Intel,Core i5 6200U,2.3GHz,1024GB,HDD,1024.0,Amd,Radeon R5,M330
1076,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,52054.56,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6300HQ,2.3GHz,1024GB,HDD,1024.0,Nvidia,Geforce GTX,950M
1077,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78kg,133146.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,1070
1078,Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,28771.2,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1079,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,2.31kg,50083.2,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1080,Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.99kg,74538.72,1.0,,1.0,2560.0,1440.0,Intel,Core M 6Y75,1.2GHz,512GB,SSD,512.0,Intel,Hd Graphics,515
1081,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6kg,172627.2,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6820HK,2.7GHz,512GB + 1024GB,Hybrid + SSD,1536.0,Nvidia,Geforce GTX,980M
1082,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69kg,34433.2656,1.0,,1.0,1920.0,1200.0,Intel,Atom x5-Z8550,1.44GHz,64GB,Flash Storage,64.0,Intel,Hd Graphics,400
1083,HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,109170.72,1.0,4K Ultra HD,0.0,3840.0,2160.0,Intel,Core i7 7500U,2.7GHz,512GB,SSD,512.0,Intel,Hd Graphics,620
1084,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,39960.0,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB,SSD,256.0,Intel,Hd Graphics,620
1085,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 7,1.54kg,54931.1472,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,500GB,HDD,500.0,Intel,Hd Graphics,520
1086,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,AMD FirePro W4190M,Windows 7,1.9kg,79653.6,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6500U,2.5GHz,256GB,SSD,256.0,Amd,Firepro,W4190M
1087,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Intel HD Graphics 520,Windows 7,1.7kg,63882.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 6200U,2.3GHz,180GB,SSD,180.0,Intel,Hd Graphics,520
1088,HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29kg,32767.2,0.0,Quad HD+,0.0,3200.0,1800.0,Intel,Pentium Dual Core 4405Y,1.5GHz,32GB,Flash Storage,32.0,Intel,Hd Graphics,515
1089,Acer,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.4kg,20619.36,0.0,,0.0,1366.0,768.0,Amd,A8-Series 7410,2.2GHz,500GB,HDD,500.0,Amd,Radeon,R5
1090,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg,20965.1472,0.0,,0.0,1366.0,768.0,Intel,Pentium Quad Core N3700,1.6GHz,500GB,HDD,500.0,Intel,Hd Graphics,
1091,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.86kg,18434.3472,0.0,,0.0,1366.0,768.0,Intel,Core i3 6006U,2GHz,1024GB,HDD,1024.0,Intel,Hd Graphics,520
1092,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,85194.72,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 7700HQ,2.8GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,1060
1093,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,43601.688,1.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 8250U,1.6GHz,256GB,SSD,256.0,Amd,Radeon,530
1094,HP,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,2.4kg,85194.72,0.0,,0.0,1366.0,768.0,Intel,Core i5 6200U,2.3GHz,128GB,SSD,128.0,Intel,Hd Graphics,520
1095,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4kg,42570.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,Geforce GTX,950M
1096,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,34035.264,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i5 7200U,2.5GHz,1024GB,HDD,1024.0,Amd,Radeon R7,M445
1097,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6kg,85194.72,0.0,Full HD,0.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6GHz,256GB,SSD,256.0,Nvidia,Geforce GTX,965M
