,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,panel_type_IPS,DisplayType,IsTouchscreen,Resolution_Width,Resolution_Height,CPU_brand,CPU_series_model_gen_type,CPU_speed_GHz,Memory_Capacity,Type,Total_Memory_Capacity_GB,GPU_Brand,GPU_Series,GPU_model_no,Ram_GB,Weight_kg
941,Asus,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8kg,28238.4,0,Not_given,0,1600,900,Intel,Pentium Quad Core N3710,1.6,1024GB,HDD,1024.0,Nvidia,GeForce,920MX,4.0,2.8
942,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.23kg,32980.32,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,2.23
943,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.2kg,59620.32,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,2.2
944,Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows 10,1.1kg,69210.72,1,Full HD,1,1920,1080,Intel,Core M m7-6Y75,1.2,256GB,SSD,256.0,Intel,HD Graphics,515,8.0,1.1
945,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16GB,512GB SSD +  1TB HDD,AMD Radeon R9 M385,Windows 10,2.5kg,53226.72,1,Full HD,0,1920,1080,Amd,FX 8800P,2.1,512GB + 1024GB,SSD+HDD,1536.0,AMD,Radeon,R9 M385,16.0,2.5
946,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics,Windows 10,1.36kg,78438.816,0,Full HD,1,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,Generic,8.0,1.36
947,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 920MX,No OS,2.2kg,36496.8,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,Nvidia,GeForce,920MX,8.0,2.2
948,Dell,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,35111.52,0,Not_given,0,1600,900,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,AMD,Radeon,R7 M445,4.0,2.36
949,Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68kg,18594.72,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3060,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,400,4.0,1.68
950,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,8GB SSD,Nvidia Quadro M1000M,Windows 10,2.0kg,119826.72,1,Full HD,0,1920,1080,Intel,Core i7 6820HQ,2.7,8GB,SSD,8.0,Nvidia,Quadro,M1000M,8.0,2.0
951,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,94572.0,0,Full HD,0,1920,1080,Intel,Core i7 7600U,2.8,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.36
952,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.2kg,77788.8,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.2
953,Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2kg,61751.52,0,Full HD,0,1920,1080,Intel,Core M M7-6Y75,1.2,64GB,Flash Storage,64.0,Intel,HD Graphics,515,8.0,1.2
954,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg,79333.3872,1,Full HD,0,1920,1080,Intel,Core i7 6600U,2.6,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.7
955,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36kg,168045.12,1,4K Ultra HD,0,3840,2160,Intel,Core i7 7700HQ,2.8,512GB + 1024GB,SSD+HDD,1536.0,Nvidia,GeForce GTX,1070,16.0,4.36
956,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,101178.72,0,Full HD,1,1920,1080,Intel,Core i5 7Y54,1.2,256GB,SSD,256.0,Intel,HD Graphics,615,8.0,1.24
957,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Intel HD Graphics 505,Windows 10,1.45kg,41292.0,0,Not_given,1,1366,768,Intel,Pentium Quad Core N4200,1.1,256GB,SSD,256.0,Intel,HD Graphics,505,4.0,1.45
958,Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,67559.04,0,Quad HD+,0,3200,1800,Intel,Core i7 6500U,2.5,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.3
959,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg,20725.92,1,Not_given,1,1366,768,Intel,Celeron Dual Core N3060,1.6,32GB,Flash Storage,32.0,Intel,HD Graphics,400,4.0,1.25
960,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,81784.8,0,Full HD,0,1920,1080,Intel,Core i5 6300U,2.4,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.2
961,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,93772.8,1,Full HD,0,1920,1080,Intel,Core i5 7300U,2.6,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.36
962,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4kg,53759.52,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,950M,12.0,2.4
963,Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,95371.2,0,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.1
964,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,45101.52,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Nvidia,GeForce,930MX,8.0,2.04
965,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M430,Linux,2.25kg,24808.2336,0,Not_given,0,1366,768,Intel,Core i3 6006U,2.0,1024GB,HDD,1024.0,AMD,Radeon,R5 M430,4.0,2.25
966,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,43956.0,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,1.9
967,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,36496.8,0,Full HD,0,1920,1080,Intel,Core i3 7100U,2.4,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,2.04
968,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,167778.72,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,32.0,4.42
969,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,37029.6,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,920MX,6.0,2.4
970,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel HD Graphics 615,Windows 10,1.22kg,101178.72,0,Quad HD+,1,3200,1800,Intel,Core i7 7Y75,1.3,512GB,SSD,512.0,Intel,HD Graphics,615,16.0,1.22
971,Dell,Ultrabook,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,104587.5744,0,Not_given,1,2560,1440,Intel,Core i7 6600U,2.6,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.5
972,Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,149184.0,0,Full HD,0,1920,1080,Intel,Core i7 6700HQ,2.6,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1070,32.0,4.42
973,Toshiba,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.95kg,62870.4,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.95
974,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,109218.672,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1060,16.0,2.73
975,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,52161.12,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.7,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce,930MX,8.0,2.04
976,Lenovo,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Intel HD Graphics 520,Windows 7,1.70kg,53386.56,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,508GB,Hybrid,508.0,Intel,HD Graphics,520,4.0,1.7
977,Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,95850.72,0,4K Ultra HD,1,3840,2160,Intel,Core i7 7500U,2.7,512GB + 2048GB,SSD+HDD,2560.0,Nvidia,GeForce GTX,950M,16.0,2.3
979,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99kg,93186.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.99
980,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD,Intel HD Graphics 620,Windows 10,2.19kg,69210.72,1,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,12.0,2.19
981,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.2kg,63669.6,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,1.2
982,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,29250.72,0,Full HD,0,1920,1080,Amd,A12-Series 9720P,3.6,256GB,SSD,256.0,AMD,Radeon,530,6.0,2.2
983,Fujitsu,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,34578.72,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,4.0,2.3
984,Toshiba,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.75kg,48751.2,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,500GB,HDD,500.0,Intel,HD Graphics,520,4.0,1.75
985,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25kg,31914.72,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,AMD,Radeon,R5 M430,4.0,2.25
986,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,42943.68,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,1024GB,HDD,1024.0,Intel,HD Graphics,620,8.0,2.04
987,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5kg,63349.92,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1060,8.0,2.5
988,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,39906.72,0,Not_given,0,1366,768,Intel,Core i7 7500U,2.7,1024GB,HDD,1024.0,AMD,Radeon,R7 M445,8.0,2.36
989,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6kg,59620.32,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,128GB,SSD,128.0,Intel,HD Graphics,620,8.0,1.6
990,HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,101658.24,0,Full HD,0,1920,1080,Intel,Core M 6Y75,1.2,512GB,SSD,512.0,Intel,HD Graphics,515,8.0,0.97
991,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg,26586.72,0,Full HD,0,1920,1080,Intel,Core i3 6006U,2.0,128GB + 1024GB,SSD+HDD,1152.0,AMD,Radeon,520,4.0,2.1
992,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,No OS,1.9kg,14418.6336,0,Not_given,0,1366,768,Intel,Celeron Dual Core N3350,1.1,128GB,SSD,128.0,Intel,HD Graphics,500,4.0,1.9
993,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,71874.72,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,2.3
995,Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,61272.0,0,Quad HD+,0,3200,1800,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.4
996,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,71874.72,1,Full HD,1,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.11
997,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 505,Windows 10,2.4kg,20246.4,0,Not_given,0,1366,768,Intel,Pentium Quad Core N4200,1.1,500GB,HDD,500.0,Intel,HD Graphics,505,4.0,2.4
998,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,95850.72,0,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,256GB + 1024GB,SSD+HDD,1280.0,Nvidia,GeForce GTX,1050 Ti,16.0,2.5
999,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,111301.92,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,512GB,SSD,512.0,Intel,HD Graphics,620,8.0,1.48
1000,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,67132.8,1,Full HD,0,1920,1080,Intel,Core i7 7700HQ,2.8,128GB + 1024GB,SSD+HDD,1152.0,Nvidia,GeForce GTX,1050,8.0,2.7
1001,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg,63349.92,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.34
1002,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,29144.16,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,128GB,SSD,128.0,Intel,HD Graphics,620,4.0,2.18
1003,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,41505.12,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,1.64
1004,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,63669.6,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,128GB,SSD,128.0,Intel,HD Graphics,520,4.0,1.2
1005,HP,Notebook,14,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,58607.4672,0,Not_given,0,1366,768,Intel,Core i5 6300U,2.4,256GB,SSD,256.0,Intel,HD Graphics,520,4.0,1.48
1006,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,64202.4,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.95
1007,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,77202.72,0,Full HD,0,1920,1080,Intel,Core i7 6600U,2.6,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.43
1008,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,55904.5728,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,930MX,8.0,1.64
1009,HP,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,36443.52,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,1.64
1010,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65kg,50562.72,0,Full HD,0,1920,1080,Intel,Core i5 7300HQ,2.5,1024GB,Hybrid,1024.0,Nvidia,GeForce GTX,1050,8.0,2.65
1011,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.26kg,81997.92,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,1.26
1012,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,84715.2,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.48
1013,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,100550.5488,0,Full HD,0,1920,1080,Intel,Core i7 6500U,2.5,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.54
1014,HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.49kg,42624.0,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,1.49
1015,Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,64468.8,0,Not_given,0,1366,768,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.5
1016,HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,41025.0672,0,Not_given,0,1366,768,Intel,Core i3 7100U,2.4,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,2.04
1017,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4kg,158135.04,1,4K Ultra HD,0,3840,2160,Intel,Core i7 6820HQ,2.7,512GB,SSD,512.0,Nvidia,Quadro,3000M,16.0,2.4
1018,Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,79387.2,1,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.47
1019,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,118761.12,0,Full HD,0,1920,1080,Intel,Core i7 6500U,2.5,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.43
1020,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.08kg,42410.3472,1,Full HD,1,1920,1080,Intel,Core i3 6100U,2.3,1024GB,HDD,1024.0,Intel,HD Graphics,520,4.0,2.08
1021,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,84715.2,0,Full HD,0,1920,1080,Intel,Core i5 6200U,2.3,256GB,SSD,256.0,Intel,HD Graphics,520,8.0,1.2
1022,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,61218.72,1,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.11
1023,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,63159.7104,0,Full HD,0,1920,1080,Intel,Core i7 7500U,2.7,256GB,SSD,256.0,Nvidia,GeForce,930MX,8.0,1.64
1024,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.09kg,55754.3232,0,Full HD,0,1920,1080,Intel,Core i5 6300U,2.4,500GB,HDD,500.0,Intel,HD Graphics,520,8.0,2.09
1025,HP,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,83063.52,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,4.0,1.26
1026,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.31kg,63349.92,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,2.31
1027,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.95kg,56476.8,0,Not_given,0,1366,768,Intel,Core i5 7200U,2.5,500GB,HDD,500.0,Intel,HD Graphics,620,4.0,1.95
1028,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,86526.72,0,Quad HD+,1,3200,1800,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Intel,HD Graphics,620,8.0,1.29
1029,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,57542.4,0,Full HD,0,1920,1080,Intel,Core i5 7200U,2.5,256GB,SSD,256.0,Nvidia,GeForce,930MX,8.0,2.63
